id,first_name,middle_name,last_name,birth_date,gender,document_id,current_status,enrollment_date,graduation_date,phone_number
527,Пахом,Венедиктович,Дьячкова,2015-07-17,male,5006 542200,enrolled,2020-09-01,,+73495644960
528,София,Юльевич,Михеева,2013-10-29,female,8886 231782,enrolled,2020-09-01,,+70754560333
529,Андрей,Ярославович,Хохлова,2010-07-18,male,9308 411232,enrolled,2020-09-01,,+70046983594
530,Зоя,Авдеевич,Королев,2017-07-08,female,5564 355539,enrolled,2020-09-01,,+75192913975
531,Казимир,Вячеславович,Воронов,2013-09-23,male,9506 321675,enrolled,2020-09-01,,+74949523601
532,Акулина,Кузьминична,Буров,2011-10-26,female,3184 415423,enrolled,2020-09-01,,+70164814117
533,Еремей,Ниловна,Морозов,2010-08-10,male,9638 988672,enrolled,2020-09-01,,+78350989126
534,Герман,Давидович,Артемьева,2016-11-30,male,6763 729241,enrolled,2020-09-01,,+74278659780
535,Кира,Германович,Петухов,2017-12-20,female,6883 479816,enrolled,2020-09-01,,+76678456036
536,Ювеналий,Фёдорович,Михайлов,2017-08-03,male,6756 658164,enrolled,2020-09-01,,+73121107638
537,Ирина,Измаилович,Веселов,2019-03-25,female,3620 156326,enrolled,2020-09-01,,+74274953172
538,Наталья,Григорьевич,Якушева,2015-09-07,female,1280 602053,enrolled,2020-09-01,,+79745991952
539,Фадей,Иларионович,Игнатьев,2014-03-20,male,1062 735309,enrolled,2020-09-01,,+79710482986
540,Андроник,Игоревич,Калашников,2011-10-11,male,9157 422207,enrolled,2020-09-01,,+72478595466
541,Бронислав,Афанасьевич,Меркушев,2007-08-20,male,8581 537361,enrolled,2020-09-01,,+72913404426
542,Остап,Феофанович,Пестова,2017-02-23,male,8319 131533,enrolled,2020-09-01,,+78188830461
543,Ладислав,Станиславовна,Волкова,2013-10-14,male,5179 611249,enrolled,2020-09-01,,+72890400046
544,Феврония,Гертрудович,Меркушев,2018-07-31,female,1424 103882,enrolled,2020-09-01,,+72720973952
545,Борис,Трифонович,Кузнецов,2009-12-11,male,6017 167253,enrolled,2020-09-01,,+74279969356
546,Милица,Эдуардович,Дьячков,2012-12-24,female,5174 496918,enrolled,2020-09-01,,+71392189579
547,Таисия,Феликсович,Брагина,2009-01-16,female,7839 587464,enrolled,2020-09-01,,+79667586565
548,Фома,Станиславовна,Рыбакова,2008-04-10,male,5993 793771,enrolled,2020-09-01,,+74539983789
549,Иванна,Эдуардович,Баранов,2014-05-14,female,6304 831312,enrolled,2020-09-01,,+70253516816
550,Регина,Алексеевна,Панова,2014-02-23,female,1343 605422,enrolled,2020-09-01,,+70200136427
551,Устин,Филипповна,Лапина,2018-05-05,male,5586 754878,enrolled,2020-09-01,,+71188152368
552,Гостомысл,Теймуразович,Васильева,2014-01-01,male,9887 766894,enrolled,2020-09-01,,+77374799988
553,Дементий,Альбертовна,Федоров,2017-04-04,male,5032 718809,enrolled,2020-09-01,,+78843471365
554,Ия,Харлампович,Андреев,2015-01-24,female,9164 733393,enrolled,2020-09-01,,+77543563715
555,Севастьян,Святославовна,Боброва,2011-01-24,male,8201 515397,enrolled,2020-09-01,,+76152726890
556,Акулина,Георгиевна,Исаев,2011-08-18,female,5484 848883,enrolled,2020-09-01,,+74659545226
557,Елена,Ермолаевич,Комиссарова,2014-01-10,female,3689 302963,enrolled,2020-09-01,,+71159783975
558,Лидия,Борисовна,Федоров,2007-08-29,female,5614 544501,enrolled,2020-09-01,,+75928885578
559,Анна,Якубович,Суворова,2010-01-08,female,5011 462065,enrolled,2020-09-01,,+79064344896
560,Арефий,Юлианович,Кабанова,2019-02-25,male,1782 368830,enrolled,2020-09-01,,+77010673091
561,Харитон,Ануфриевич,Лыткина,2012-07-24,male,7598 401069,enrolled,2020-09-01,,+74350173203
562,Карл,Вячеславович,Шаров,2015-11-28,male,1995 216096,enrolled,2020-09-01,,+73928699366
563,Евгения,Витальевич,Дементьев,2010-11-05,female,2881 491363,enrolled,2020-09-01,,+74825200362
564,Владлен,Ермолаевич,Беляев,2018-12-26,male,2237 679247,enrolled,2020-09-01,,+70763065529
565,Эрнест,Валентиновна,Степанов,2012-03-10,male,5514 689101,enrolled,2020-09-01,,+75806491067
566,Герман,Дмитриевич,Абрамов,2017-05-07,male,2994 642220,enrolled,2020-09-01,,+79868218368
